segment_id,candidate_token_i,candidate_token_text,candidate_name,score,ent_type,pos,dep,morph,head_i,head_text,head_pos,head_dep,important_verbs,important_lemmas,child_texts,child_deps,reasons
seg_003807,7,Revel,Claude Revel,8,PER,PROPN,flat:name,,6,Claude,PROPN,obj,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_003815,5,Claude,Claude Revel,11,PER,PROPN,flat:name,Number=Sing,4,madame,NOUN,ROOT,est,être,Revel,flat:name,ent_type=PER | pos=PROPN | dep=flat:name | head.title=madame | has flat:name child | name extended with flat:name
seg_003815,6,Revel,Claude Revel,8,PER,PROPN,flat:name,,5,Claude,PROPN,flat:name,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_004000,0,Thomas,Thomas Cazenave,7,PER,PROPN,ROOT,Gender=Masc|Number=Sing,0,Thomas,PROPN,ROOT,,,Thomas | Cazenave,ROOT | flat:name,ent_type=PER | pos=PROPN | head.pos=PROPN | has flat:name child | name extended with flat:name
seg_004001,6,Faure,Dominique Faure,8,PER,PROPN,flat:name,,5,Dominique,PROPN,acl:relcl,était,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_004205,2,Frédéric,Frédéric Petit,10,PER,PROPN,appos,Gender=Masc|Number=Sing,1,monsieur,NOUN,ROOT,,,Petit,flat:name,ent_type=PER | pos=PROPN | dep=appos | head.title=monsieur | has flat:name child | name extended with flat:name
seg_004284,1,Revelle,Revelle,9,PER,PROPN,flat:name,,0,Madame,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Madame
seg_004284,4,Ravignon,Ravignon,9,PER,PROPN,flat:name,,3,Monsieur,NOUN,conj,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Monsieur
seg_004285,1,Revelle,Revelle,9,PER,PROPN,flat:name,,0,Madame,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Madame
seg_004334,5,Revelle,Revelle,9,PER,PROPN,flat:name,,4,madame,NOUN,nmod,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=madame
seg_004374,5,Bruno,Bruno,9,PER,PROPN,flat:name,,4,monsieur,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=monsieur
seg_004790,1,Blain,Blain,9,PER,PROPN,flat:name,,0,madame,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=madame
seg_004922,1,Gruyde,Gruyde,9,PER,PROPN,flat:name,Gender=Masc|Number=Sing,0,Mme,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Mme
seg_004925,2,Barnier,Barnier,9,PER,PROPN,flat:name,,1,M.,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005123,6,Ravignon,Ravignon,9,PER,PROPN,flat:name,,5,M.,NOUN,appos,dit,dire,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005199,1,Revelle,Revelle,9,PER,PROPN,flat:name,,0,Madame,NOUN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Madame
seg_005218,5,David,David,9,PER,PROPN,flat:name,,4,M.,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005218,6,Amiel,Amiel,9,PER,PROPN,flat:name,,4,M.,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005267,23,Ravignon,Ravignon,9,PER,PROPN,flat:name,,22,M.,NOUN,nmod,été,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005309,5,Manier,Lise Manier,8,PER,PROPN,flat:name,,4,Lise,PROPN,obl:mod,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005310,4,Sarkozy,Boris Sarkozy,8,PER,PROPN,flat:name,,3,Boris,PROPN,nmod,dire,dire,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005310,36,Sarkozy,Boris Sarkozy,8,PER,PROPN,flat:name,,35,Boris,PROPN,nmod,dire,dire,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005311,30,Sarkozy,Boris Sarkozy,8,PER,PROPN,flat:name,,29,Boris,PROPN,nmod,dire,dire,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005330,24,Bayrou,François Bayrou,8,PER,PROPN,flat:name,,23,François,PROPN,nmod,été,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005333,22,François,François Bayrou,8,PER,PROPN,nmod,Gender=Masc|Number=Sing,20,gouvernement,NOUN,obl:agent,été | annoncée,être | annoncer,"de | Bayrou | , | enclenchée",case | flat:name | punct | acl,ent_type=PER | pos=PROPN | head.dep=obl:agent | has flat:name child | name extended with flat:name
seg_005333,23,Bayrou,François Bayrou,8,PER,PROPN,flat:name,,22,François,PROPN,nmod,été | annoncée,être | annoncer,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005333,29,Laurent,Laurent Marcangeli,10,PER,PROPN,appos,Gender=Masc|Number=Sing,28,prédécesseur,NOUN,obl:agent,été | annoncée,être | annoncer,Marcangeli,flat:name,ent_type=PER | pos=PROPN | dep=appos | head.dep=obl:agent | has flat:name child | name extended with flat:name
seg_005333,30,Marcangeli,Laurent Marcangeli,8,PER,PROPN,flat:name,,29,Laurent,PROPN,appos,été | annoncée,être | annoncer,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005352,9,Bruno,Bruno,9,PER,PROPN,flat:name,,8,M.,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005392,9,Marceau,Marceau,9,PER,PROPN,flat:name,,8,madame,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=madame
seg_005412,8,Sandra,Sandra Marceau,8,PER,PROPN,appos,Gender=Masc|Number=Sing,7,députée,NOUN,dep,,,Marceau,flat:name,ent_type=PER | pos=PROPN | dep=appos | has flat:name child | name extended with flat:name
seg_005412,9,Marceau,Sandra Marceau,8,PER,PROPN,flat:name,,8,Sandra,PROPN,appos,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005447,2,François,François Bayrou,7,PER,PROPN,ROOT,Gender=Masc|Number=Sing,2,François,PROPN,ROOT,,,"Un | certain | François | Bayrou | ,",det | amod | ROOT | flat:name | punct,ent_type=PER | pos=PROPN | head.pos=PROPN | has flat:name child | name extended with flat:name
seg_005447,3,Bayrou,François Bayrou,8,PER,PROPN,flat:name,,2,François,PROPN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005549,1,François,François Bayrou,7,PER,PROPN,ROOT,Gender=Masc|Number=Sing,1,François,PROPN,ROOT,,,de | François | Bayrou | lui-même,case | ROOT | flat:name | dep,ent_type=PER | pos=PROPN | head.pos=PROPN | has flat:name child | name extended with flat:name
seg_005549,2,Bayrou,François Bayrou,8,PER,PROPN,flat:name,,1,François,PROPN,ROOT,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005569,5,Weber,Max Weber,8,PER,PROPN,flat:name,,4,Max,PROPN,obl:arg,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.pos=PROPN | name rebuilt from head PROPN
seg_005574,5,Blain,Blain,9,PER,PROPN,flat:name,,4,Madame,NOUN,ROOT,est,être,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Madame
seg_005810,7,Fesneau,Fesneau,9,PER,PROPN,flat:name,Gender=Masc|Number=Sing,6,M.,NOUN,obl:mod,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=M.
seg_005879,3,Fesneau,Fesneau,9,PER,PROPN,flat:name,Gender=Masc|Number=Sing,2,Président,NOUN,nmod,,,,,ent_type=PER | pos=PROPN | dep=flat:name | head.title=Président
seg_005941,5,Lamartine,Lamartine,7,PER,PROPN,flat:name,,4,salle,NOUN,nmod,,,,,ent_type=PER | pos=PROPN | dep=flat:name
